Degree_difference,Max_degree,Avg_degree,MIN_distance,Avg_cluster_coef,Avg_jaccard,Hyper_jaccard,Adamic_adar
11,16,10.5,1,0.3258274653735012,0.07576325872151644,0.0,64.98050680640169
9,10,6.333333333333333,1,0.12112332112332112,0.023809523809523808,0.0,83.12543919445831
54,64,37.0,2,0.07400289455083975,0.0,0.0,1327.8399265268374
2,8,7.0,2,0.24352548036758562,0.0,0.0,66.23675209056628
20,39,28.666666666666668,1,0.15701948291913773,0.014467200144672001,0.0,451.74910898608556
34,34,16.333333333333332,7,0.05659486016628874,0.0,0.0,0.0
1,2,1.5,1,0.75,0.4,0.4,322.05673235452036
2,4,3.0,2,0.3,0.0,0.0,121.26038971851645
38,39,20.0,1,0.6650103519668737,0.028169014084507043,0.028169014084507043,1234.1428475982448
1,3,2.5,2,0.25,0.0,0.0,114.67623150687606
20,29,19.0,2,0.0764367816091954,0.0,0.0,238.62947911717356
1,11,10.5,1,0.6911330049261084,0.9032258064516129,0.9032258064516129,6155.751897757806
33,64,47.5,7,0.05979309274503783,0.00819672131147541,0.00819672131147541,2039.284207963625
32,50,29.666666666666668,1,0.09882654211109732,0.07298711755233495,0.0,485.4094029982605
11,81,75.5,7,0.04483294483294484,0.0064516129032258064,0.0064516129032258064,1770.9999918733763
5,13,10.5,7,0.10760971055088701,0.04,0.04,606.2933204998915
32,40,24.0,7,0.06929353136603478,0.010752688172043012,0.010752688172043012,2431.019846966177
3,11,9.5,2,0.16056166056166055,0.0,0.0,47.473285703297215
130,131,80.33333333333333,1,0.4597092698308038,0.0725011143852341,0.013100436681222707,1038.7669719701184
54,56,24.0,1,0.49643184736745555,0.17920116194625998,0.058823529411764705,596.7346540475623
2,2,1.0,7,0.2,0.0,0.0,0.0
10,22,17.0,2,0.08661172161172162,0.0,0.0,193.96309714628225
11,18,12.5,7,0.195933014354067,0.03333333333333333,0.03333333333333333,402.78959166558866
2,3,2.0,2,0.35714285714285715,0.0,0.0,0.0
5,8,6.0,1,0.382494698284172,0.25220458553791886,0.14285714285714285,582.0659105546106
7,10,6.5,1,0.3611111111111111,0.16666666666666666,0.16666666666666666,611.2153906505882
28,33,14.25,1,0.17179487179487177,0.07199721574721575,0.0,84.27868854738003
50,53,22.75,1,0.3178805045084115,0.10883688071188069,0.0,133.6785850587214
8,10,5.8,1,0.3416666666666667,0.014285714285714285,0.0,0.0
10,18,14.333333333333334,1,0.3195989646293906,0.043282412847630236,0.0,384.0879176999163
13,24,18.666666666666668,1,0.22004605700257876,0.16562720225510924,0.07017543859649122,316.97193959451005
3,3,1.5,7,0.3333333333333333,0.0,0.0,0.0
1,4,3.5,2,0.43333333333333335,0.0,0.0,52.92087673167883
9,13,8.5,7,0.07573529411764707,0.1,0.1,57.801789770324326
70,72,25.333333333333332,1,0.6233414099457714,0.06307339449541284,0.0,644.7060714901161
1,18,17.5,7,0.03508771929824561,0.025,0.025,740.6961080659493
19,20,13.333333333333334,1,0.4156448468842357,0.12725485661424607,0.0625,519.6816325930886
1,4,3.5,7,0.33205128205128204,0.058823529411764705,0.058823529411764705,341.64104068808047
6,17,14.0,1,0.1721014492753623,0.2,0.2,1003.0968001925294
1,2,1.5,2,0.3,0.0,0.0,38.91995233511573
29,31,13.0,1,0.07810442481495113,0.016666666666666666,0.0,24.643127704544032
43,58,37.666666666666664,1,0.40194162562583613,0.1703477061967628,0.017857142857142856,164.51523940142891
11,13,7.5,2,0.04487179487179487,0.0,0.0,1.5559001364593728
0,0,0.0,7,0.0,0.0,0.0,0.0
49,50,27.666666666666668,1,0.032027726344775194,0.11267605633802817,0.0,292.7968465683296
38,38,19.0,7,0.03528225806451613,0.0,0.0,0.0
16,23,15.0,1,0.17786236751753992,0.10810810810810811,0.10810810810810811,660.4420662672752
18,35,26.0,7,0.05827505827505827,0.03389830508474576,0.03389830508474576,2799.626289748599
11,11,6.25,7,0.223015873015873,0.09444444444444444,0.0,0.0
4,7,5.0,2,0.6333333333333333,0.0,0.0,0.16895048713841182
15,18,10.5,2,0.29523809523809524,0.0,0.0,184.60607166093925
7,47,43.5,7,0.30027453671928617,0.0053475935828877,0.0053475935828877,1645.0611193466027
0,0,0.0,7,0.0,0.0,0.0,0.0
2,6,5.0,2,0.35317460317460314,0.0,0.0,95.86566677422563
1,8,7.5,2,0.34967320261437906,0.0,0.0,169.58143307574343
3,11,9.5,2,0.03484848484848485,0.0,0.0,390.05383577209744
12,14,8.0,1,0.4119047619047619,0.25,0.25,591.8577649223964
0,3,3.0,7,0.7776482776482776,0.02631578947368421,0.02631578947368421,652.2457213363596
9,14,9.5,7,0.29517973856209145,0.08,0.08,609.8592937691474
32,35,18.75,1,0.33681104470578155,0.1361918134547445,0.0,215.4172917451273
4,12,10.0,1,0.1357142857142857,0.037037037037037035,0.037037037037037035,407.68458608454586
23,31,19.5,7,0.13651642475171885,0.022222222222222223,0.022222222222222223,1162.685110295263
18,27,18.0,1,0.27508417508417504,0.046875,0.046875,656.8200677650503
1,20,19.5,7,0.09118920295390884,0.017857142857142856,0.017857142857142856,830.9978334919144
1,2,1.5,2,0.5,0.0,0.0,4.814740527348529
171,185,99.5,7,0.03376668051590652,0.004405286343612335,0.004405286343612335,1140.8863077119734
21,23,12.5,2,0.05576923076923077,0.0,0.0,636.5798967928912
35,43,23.666666666666668,1,0.2071283607299115,0.15583685989404877,0.015306122448979591,735.1187914812764
62,89,58.0,7,0.0795348293595138,0.008620689655172414,0.008620689655172414,2266.9165366932184
4,5,3.0,2,0.1,0.0,0.0,0.5576760716135798
11,78,72.5,7,0.038984176711199275,0.0058823529411764705,0.0058823529411764705,1820.6757958262642
0,2,2.0,2,0.3333333333333333,0.0,0.0,32.469073416775714
7,10,6.5,1,0.25555555555555554,0.16666666666666666,0.16666666666666666,77.1622597131579
21,24,10.666666666666666,1,0.32126984126984126,0.010416666666666666,0.0,167.3283211184661
2,6,5.0,2,0.19545454545454544,0.0,0.0,110.68744948964876
1,2,1.5,2,0.3333333333333333,0.0,0.0,4.897180896964495
5,16,13.5,7,0.17516233766233769,0.11764705882352941,0.11764705882352941,467.497124910673
1,21,20.5,2,0.17414284310836037,0.0,0.0,734.3961523474047
20,75,65.0,7,0.26684450081936334,0.009523809523809525,0.009523809523809525,1747.3273148329693
2,3,2.0,2,0.3333333333333333,0.0,0.0,0.0
1,1,0.5,7,0.0,0.0,0.0,0.0
28,34,20.0,2,0.02413793103448276,0.0,0.0,224.9077867884108
43,50,28.5,1,0.09210526315789473,0.015625,0.015625,687.2572561088028
3,10,8.333333333333334,1,0.0936100936100936,0.03598484848484849,0.0,21.68985816580089
1,12,11.5,7,0.2747692875599852,0.025974025974025976,0.025974025974025976,1097.0719100660103
0,7,7.0,2,0.1794871794871795,0.0,0.0,228.92333208954648
10,13,8.0,2,0.1858974358974359,0.0,0.0,7.163085783032066
1,2,1.5,2,0.5,0.0,0.0,26.261746049619163
17,48,39.5,2,0.11161191749427044,0.0,0.0,954.3799798214769
9,11,5.333333333333333,2,0.2949494949494949,0.0,0.0,0.0
0,4,4.0,7,0.5333333333333333,0.2,0.2,316.0341508690255
38,39,15.75,1,0.3451938742261323,0.03195544243338361,0.0,69.50392513528368
18,22,15.333333333333334,1,0.2567561353526266,0.02,0.0,199.61826337263875
28,125,111.0,7,0.3368460466736329,0.03867403314917127,0.03867403314917127,2371.114234782653
4,5,2.3333333333333335,1,0.0,0.06666666666666667,0.0,3.6876189972542885
1,5,4.5,2,0.15357142857142858,0.0,0.0,426.411386846599
37,46,22.0,1,0.08296381980592506,0.032721010332950634,0.0,456.05658038145634
6,25,22.0,7,0.1592064579880148,0.018518518518518517,0.018518518518518517,1179.2691780872894
7,20,16.666666666666668,1,0.11251047427518017,0.020833333333333332,0.0,141.71736940362584
10,13,8.0,1,0.43181818181818177,0.14285714285714285,0.14285714285714285,48.31068075165705
4,7,5.0,7,0.5303030303030303,0.06666666666666667,0.06666666666666667,386.358534779449
13,24,17.666666666666668,1,0.1666465302147461,0.2024661657112873,0.1267605633802817,1809.6046313175111
15,21,13.5,1,0.251984126984127,0.03333333333333333,0.03333333333333333,257.5216944673308
41,41,8.375,7,0.14706906154274574,0.0,0.0,0.0
0,3,3.0,2,0.6666666666666666,0.0,0.0,26.247636327486763
1,4,3.5,2,0.475,0.0,0.0,27.153263833647276
16,17,7.666666666666667,2,0.13852813852813853,0.012345679012345678,0.0,71.20419947321074
2,10,9.0,1,0.19432789432789432,0.11004273504273504,0.029411764705882353,157.30199156660237
14,15,8.333333333333334,1,0.44761904761904764,0.08961640211640211,0.0,64.67392362191279
70,72,19.2,1,0.1086652410228994,0.008888888888888887,0.0,5.172899910892271
62,93,62.0,7,0.27226591397689304,0.005747126436781609,0.005747126436781609,1774.2880609079446
8,50,46.0,1,0.10134817800776814,0.06569343065693431,0.06569343065693431,1544.2469758222676
4,9,7.0,1,0.3386474636474636,0.011494252873563218,0.0,226.593675239553
10,11,6.333333333333333,1,0.4351851851851852,0.14761904761904762,0.05,137.55726529435717
1,6,5.5,2,0.047619047619047616,0.0,0.0,6.946202038806112
5,11,9.0,1,0.151131221719457,0.07816627816627818,0.02702702702702703,393.6395480276867
6,11,8.0,2,0.1984848484848485,0.0,0.0,172.90288088990545
18,25,16.0,1,0.08915239350021958,0.06666666666666667,0.06666666666666667,126.27696511810775
2,11,10.0,2,0.20417941602030407,0.0,0.0,657.6409828591097
7,10,8.25,1,0.40220668220668215,0.20018027481262776,0.0,167.11071521850755
1,3,2.75,1,0.6,0.2785714285714286,0.0,23.3964900822819
5,5,2.5,7,0.05,0.0,0.0,0.0
3,5,3.5,2,1.0,0.0,0.0,0.2064329849677758
7,8,4.5,2,0.603225806451613,0.0,0.0,87.93823529594813
136,141,73.0,2,0.042835130970724195,0.0,0.0,757.982733721182
21,52,41.5,7,0.0905001155001155,0.02666666666666667,0.02666666666666667,869.801290577061
4,6,4.0,2,0.4365079365079365,0.0,0.0,0.45362459523257603
31,33,17.5,2,0.03103448275862069,0.0,0.0,185.11299387176956
15,108,100.5,1,0.17080794559772183,0.22115384615384615,0.22115384615384615,4164.0729847230705
161,178,68.5,1,0.07786972661584685,0.11115529498681674,0.0,738.8138091414124
13,14,7.5,2,0.07804232804232804,0.0,0.0,7.379115214930898
16,20,12.0,2,0.17063492063492064,0.0,0.0,164.65856361286706
1,4,3.5,2,0.08333333333333333,0.0,0.0,65.30684435024399
15,18,10.0,1,0.11555555555555556,0.020833333333333332,0.0,38.87466490592029
12,21,15.0,2,0.19760767554885203,0.0,0.0,151.07103641892337
39,43,17.333333333333332,1,0.4919962335216572,0.2872671719842529,0.08064516129032258,719.7088545401447
18,25,18.0,1,0.05898836296137646,0.03892257168119237,0.0,256.62890578386816
28,30,16.0,2,0.012145748987854251,0.0,0.0,213.73694999837736
4,6,4.0,2,0.03333333333333333,0.0,0.0,44.44983050762943
40,43,11.0,1,0.5476255088195388,0.026449275362318843,0.0,0.0
27,29,11.5,1,0.11280063749637785,0.00968013468013468,0.0,56.55274377599939
67,68,27.666666666666668,2,0.3975646435140106,0.0,0.0,16.786673478422426
67,71,37.5,2,0.11407914764079148,0.0,0.0,607.5278273744914
6,32,29.0,7,0.15136749555354206,0.011494252873563218,0.011494252873563218,1381.8473125331186
8,11,7.666666666666667,1,0.12407407407407407,0.07142857142857142,0.0,120.96468023309717
33,35,16.333333333333332,1,0.44775707384403035,0.16939443535188214,0.057692307692307696,449.6181956568406
1,2,1.5,2,0.0,0.0,0.0,5.462779276949695
59,61,21.666666666666668,1,0.36317016317016315,0.1541986359761296,0.02857142857142857,528.6691081155784
6,7,4.0,2,0.5714285714285714,0.0,0.0,7.4310242150005
5,6,2.6666666666666665,1,0.3650793650793651,0.0,0.0,0.0
2,5,4.0,7,0.19999999999999998,0.125,0.125,2764.058168604376
7,13,9.5,1,0.16115609536662168,0.10344827586206896,0.10344827586206896,560.8387932839612
31,33,12.5,1,0.6320707070707071,0.16388509151667047,0.017241379310344827,410.3850449330995
5,20,16.666666666666668,1,0.07008547008547009,0.08274509803921569,0.0,132.52400038771768
2,3,2.0,2,0.6,0.0,0.0,22.07986392635799
40,55,35.0,1,0.11839783679265235,0.010752688172043012,0.010752688172043012,1324.3501186265394
2,3,2.0,2,0.3,0.0,0.0,54.59604742250375
10,33,27.666666666666668,1,0.10682169737642,0.1685803656427891,0.01639344262295082,505.3195996018184
6,7,3.25,1,0.34523809523809523,0.041666666666666664,0.0,0.0
21,50,39.5,7,0.0809733893557423,0.010101010101010102,0.010101010101010102,1464.3116699298735
11,14,6.75,1,0.2916666666666667,0.027777777777777776,0.0,0.0
25,32,19.5,2,0.0793103448275862,0.0,0.0,291.89082460359293
29,39,24.5,7,0.3245592640136928,0.008620689655172414,0.008620689655172414,1762.1683671592295
43,111,89.5,7,0.07677071976896384,0.011695906432748537,0.011695906432748537,2791.274146996807
64,75,37.0,1,0.2032261716196345,0.18237275320479773,0.07575757575757576,497.911998720909
8,9,5.0,1,0.5428571428571428,0.12820512820512822,0.0,1.2565786975914275
15,22,12.0,1,0.2612511671335201,0.14814814814814814,0.0,152.87951841270217
26,38,26.333333333333332,1,0.10513454131967458,0.025591563786008232,0.0,282.867829390552
20,21,11.0,2,0.029914529914529916,0.0,0.0,285.6699333833795
8,56,52.0,1,0.044874804381846635,0.007633587786259542,0.007633587786259542,2510.248250892281
22,24,16.0,1,0.04371082621082621,0.006410256410256411,0.0,11.22954582039812
19,22,13.25,1,0.16226069189431258,0.03011471616970594,0.0,68.40615386627917
18,21,12.0,2,0.2564516129032258,0.0,0.0,359.225028458141
3,7,5.5,7,0.4642857142857143,0.07142857142857142,0.07142857142857142,85.5687034795954
31,64,48.5,7,0.289967715125943,0.007462686567164179,0.007462686567164179,1237.7601308093701
0,12,12.0,7,0.12490124254830137,0.03225806451612903,0.03225806451612903,1054.115770309342
21,31,18.333333333333332,7,0.36272845055334796,0.04571324143692564,0.014285714285714285,226.51030927941466
4,6,4.0,7,0.6337285902503293,0.021739130434782608,0.021739130434782608,921.6998570001052
32,54,38.0,1,0.11075258554444493,0.25,0.25,2940.0384085340534
320,326,166.0,1,0.05869083584112359,0.002564102564102564,0.002564102564102564,3212.66554354576
65,67,37.75,1,0.07430961155341283,0.08158246458166266,0.0,10.12615314556213
0,7,7.0,2,0.16551724137931034,0.0,0.0,202.89965187032388
39,43,26.333333333333332,1,0.2525010992896809,0.22931688804554082,0.07246376811594203,556.8812844161774
43,69,42.4,1,0.08090885745620247,0.09142093721754449,0.005747126436781609,541.4679212060697
52,56,30.0,2,0.013784461152882205,0.0,0.0,77.56907781388207
1,4,3.5,2,0.26666666666666666,0.0,0.0,76.90988473968565
2,3,2.0,2,0.7380952380952381,0.0,0.0,55.14090539906649
4,9,7.0,7,0.2336720867208672,0.02,0.02,2616.35012628203
6,16,13.0,7,0.6235828877005347,0.2553191489361702,0.2553191489361702,1386.073877586868
140,141,39.75,2,0.39842905973823567,0.0016339869281045752,0.0,31.249262217527267
24,29,13.0,2,0.336463133640553,0.0,0.0,7.790327133379969
6,6,3.0,7,0.10714285714285714,0.0,0.0,0.0
3,13,11.5,7,0.10833333333333334,0.041666666666666664,0.041666666666666664,1337.8820943844928
10,15,9.333333333333334,1,0.27707139265962794,0.22122507122507126,0.13636363636363635,363.03675857345945
7,10,6.5,7,0.15606060606060607,0.07142857142857142,0.07142857142857142,205.650955189513
20,34,24.0,7,0.12112222986105806,0.014084507042253521,0.014084507042253521,626.8295765466011
1,6,5.5,2,0.5056277056277056,0.0,0.0,273.5378742112699
66,66,14.428571428571429,1,0.1020289103973779,0.015188735426830665,0.0,0.0
70,74,33.333333333333336,1,0.15704247443377878,0.06614599475195769,0.011494252873563218,580.5828780916538
19,38,27.0,1,0.09957892006573549,0.015105485232067511,0.0,537.8650338394565
175,178,61.666666666666664,1,0.006206713256101184,0.05555555555555555,0.0,2228.1350979512276
7,17,13.5,2,0.07789855072463768,0.0,0.0,286.2510252914667
3,8,6.5,7,0.28034188034188035,0.045454545454545456,0.045454545454545456,2505.86887914958
3,20,18.5,2,0.08057889822595705,0.0,0.0,747.0911963161132
2,3,2.0,2,0.08333333333333333,0.0,0.0,1.8164251635920956
0,1,1.0,2,0.5,0.0,0.0,381.93914920451016
5,7,4.0,7,0.3333333333333333,0.125,0.0,26.68739115885107
27,30,12.666666666666666,1,0.3029496647143706,0.1452693647815599,0.045454545454545456,206.11675036323894
74,77,27.666666666666668,7,0.006494960806270996,0.003436426116838488,0.0,20.826247310821614
4,21,19.0,7,0.061180124223602486,0.046511627906976744,0.046511627906976744,2124.9841536464587
58,59,30.0,1,0.5198889916743756,0.020833333333333332,0.020833333333333332,223.4600528792033
10,58,53.0,2,0.04973728498924829,0.0,0.0,1137.9191816470966
6,9,6.0,1,0.08730158730158728,0.061111111111111116,0.0,175.26425263901282
66,71,29.333333333333332,1,0.20779879683989275,0.028719248231443353,0.0,47.21203452462189
4,16,14.0,7,0.42987012987012985,0.17391304347826086,0.17391304347826086,363.881506042989
5,19,16.5,2,0.13333333333333333,0.0,0.0,1148.8579882255842
21,28,17.5,2,0.06969501718213059,0.0,0.0,303.1560871693524
31,43,27.5,2,0.11445922498554079,0.0,0.0,679.6024541167866
28,30,16.0,1,0.35561497326203206,0.05714285714285714,0.05714285714285714,170.3499733840976
2,7,6.0,2,0.1111111111111111,0.0,0.0,50.149157246682655
22,42,31.0,7,0.07435245143385755,0.028985507246376812,0.028985507246376812,1336.16886624954
57,62,33.5,2,0.1294486215538847,0.0,0.0,333.5305018264346
7,11,7.5,2,0.21363636363636362,0.0,0.0,19.84814328718643
1,3,2.5,1,0.6666666666666666,0.125,0.125,85.36783880065603
129,142,77.5,7,0.3346807654587975,0.007692307692307693,0.007692307692307693,1406.3022741931254
24,27,14.333333333333334,2,0.16349833173362585,0.023809523809523808,0.0,53.090670528636046
9,14,9.5,2,0.14400584795321636,0.0,0.0,47.51323623635915
104,143,100.0,1,0.1685792200997217,0.12170506100237226,0.020895522388059702,1465.1501434573586
5,25,22.5,2,0.1087442991790818,0.0,0.0,327.6438801766372
2,4,2.6666666666666665,1,0.1111111111111111,0.0,0.0,0.0
16,20,10.0,1,0.15993788819875776,0.07792207792207792,0.0,114.84782499130418
87,93,43.0,1,0.1817446980237678,0.05464118957970455,0.0,797.4421008130209
4,5,3.0,2,0.0,0.0,0.0,45.05326178081458
0,16,16.0,7,0.15891260718846925,0.017857142857142856,0.017857142857142856,1089.852867890723
23,31,19.5,7,0.24054621848739494,0.023809523809523808,0.023809523809523808,2131.8309278413085
4,8,6.0,2,0.0,0.0,0.0,23.585292299056633
1,64,63.5,7,0.018543155500484174,0.006289308176100629,0.006289308176100629,2437.964646408248
5,8,5.5,2,0.40476190476190477,0.0,0.0,26.513504698584345
1,22,21.5,2,0.3916162172078518,0.0,0.0,1079.0311218840814
30,41,24.0,1,0.06732527517257104,0.011497641509433961,0.0,347.1110639663981
35,38,20.5,1,0.31954092419208696,0.04081632653061224,0.04081632653061224,498.59414552825837
9,14,9.5,7,0.14583333333333334,0.047619047619047616,0.047619047619047616,107.57597248170454
18,20,11.0,1,0.3385964912280702,0.045454545454545456,0.045454545454545456,180.42827786157258
4,14,12.0,2,0.24072249589490968,0.0,0.0,441.5666876553019
22,28,17.0,7,0.44874361005111957,0.024793388429752067,0.024793388429752067,2138.4372399700737
25,64,51.5,1,0.10147826494388465,0.07920792079207921,0.07920792079207921,1747.9562015803892
29,49,30.666666666666668,1,0.0713393120289672,0.07633973710819009,0.0,1200.0791188818885
13,30,23.5,7,0.1306102499650887,0.019230769230769232,0.019230769230769232,509.8162473819672
6,9,6.0,2,0.27575757575757576,0.0,0.0,7.773404604696445
1,18,17.5,2,0.10920454545454546,0.0,0.0,555.4449476908088
24,40,26.8,1,0.2222573828492635,0.167215407792307,0.012345679012345678,399.62863675293596
22,31,23.0,1,0.15430702758288964,0.043625034809245324,0.0,211.3896206479752
23,23,11.5,7,0.04843304843304843,0.0,0.0,0.0
23,29,20.0,1,0.20486710767728797,0.052487080103359174,0.0,286.0310700155746
12,42,36.0,7,0.031833637522814213,0.012048192771084338,0.012048192771084338,1561.1728726026377
22,25,14.0,1,0.20793118416957426,0.11872676519164715,0.0,172.4149685893605
10,11,6.666666666666667,1,0.5228399051928464,0.13636363636363638,0.0,21.925774006467517
6,10,7.666666666666667,1,0.21592851592851595,0.12218196457326891,0.038461538461538464,135.83434192648758
9,15,10.5,2,0.21807359307359309,0.0,0.0,151.50860209570013
56,86,54.333333333333336,1,0.08592054379307372,0.052511913856451674,0.005649717514124294,1391.2341040631472
9,10,5.5,2,0.045454545454545456,0.0,0.0,0.0
1,8,7.5,1,0.2773892773892774,0.2,0.2,273.1621499996695
18,24,15.0,2,0.15675213675213673,0.0,0.0,142.94364021612154
9,25,20.666666666666668,1,0.1671769044318064,0.07300569800569802,0.0,621.0153214794739
3,4,2.6666666666666665,2,0.3888888888888889,0.0,0.0,0.17432012500555907
91,102,46.0,7,0.08356676003734827,0.0033670033670033673,0.0,552.0296656343965
11,15,8.333333333333334,2,0.12494505494505494,0.0,0.0,9.473451579336691
4,12,10.0,7,0.14856711915535445,0.03333333333333333,0.03333333333333333,391.75716061242514
5,13,10.5,1,0.0737179487179487,0.1,0.1,237.16697380067274
23,56,44.5,7,0.1152296994747266,0.05737704918032787,0.05737704918032787,2427.0687092574244
51,59,28.666666666666668,1,0.1162215764955491,0.025806451612903226,0.0,821.8954087019456
3,8,6.5,7,0.18827838827838828,0.05263157894736842,0.05263157894736842,3265.9492647301245
18,29,20.0,2,0.3320378151260504,0.0,0.0,765.978395703438
11,18,12.5,2,0.10869565217391305,0.0,0.0,972.7835351728046
19,22,12.5,1,0.11693017127799736,0.038461538461538464,0.038461538461538464,185.10886359585655
2,4,3.0,2,0.16666666666666666,0.0,0.0,31.28910713564595
89,110,65.0,1,0.09122183493760712,0.03386517122018863,0.0,920.2134227906748
11,27,21.5,1,0.21919748696064487,0.2558139534883721,0.2558139534883721,788.422663210724
4,8,5.666666666666667,1,0.30301419713184424,0.0,0.0,63.61924700475057
7,8,4.0,1,0.024242424242424242,0.0,0.0,10.431306298188392
31,34,18.5,2,0.1238191632928475,0.0,0.0,230.29441345238266
4,12,10.0,1,0.2159090909090909,0.11538461538461539,0.11538461538461539,633.9864598540637
20,49,39.0,2,0.026687320804967864,0.0,0.0,1456.3700246656936
12,14,8.0,7,0.4935064935064935,0.05555555555555555,0.05555555555555555,706.2405262777376
6,13,10.0,7,0.19282296650717703,0.03333333333333333,0.03333333333333333,551.5350638809747
5,9,6.5,2,0.24615384615384617,0.0,0.0,171.25738524232526
22,22,7.666666666666667,7,0.13877097484372794,0.007300714251805076,0.0,0.0
3,7,5.5,1,0.26282051282051283,0.2222222222222222,0.2222222222222222,150.15368802829337
9,9,4.0,7,0.15555555555555556,0.022222222222222223,0.0,0.0
6,7,3.6,1,0.09334733893557423,0.0,0.0,0.0
5,12,9.5,7,0.27211538461538465,0.03571428571428571,0.03571428571428571,317.8958458768373
15,18,10.5,2,0.40476190476190477,0.0,0.0,24.046257552758885
12,17,11.0,2,0.16024955436720142,0.0,0.0,42.99728776026258
11,12,4.166666666666667,1,0.24249084249084252,0.026666666666666665,0.0,0.0
3,4,2.3333333333333335,2,0.3666666666666667,0.0,0.0,2.389105274416513
6,9,6.0,2,0.14393939393939392,0.0,0.0,42.96213662757439
30,32,16.666666666666668,1,0.3964285714285714,0.049869869869869875,0.0,254.10070955853132
4,4,2.0,7,0.0,0.0,0.0,0.0
25,29,16.5,2,0.18275075987841943,0.0,0.0,184.1991568008335
35,46,28.5,1,0.1119047619047619,0.04411764705882353,0.04411764705882353,1109.2857519544193
34,53,36.0,2,0.03524065540194572,0.0,0.0,653.8119114455202
8,8,5.333333333333333,1,0.20052910052910053,0.21212121212121213,0.0,0.0
11,16,10.333333333333334,1,0.12688478992826818,0.08294328484081805,0.02702702702702703,371.35255309610073
27,37,23.5,7,0.11072715760763685,0.056338028169014086,0.056338028169014086,531.0657083409769
8,9,5.0,2,0.5761904761904761,0.0,0.0,105.5428782516441
16,24,16.0,1,0.08687002652519894,0.10256410256410256,0.10256410256410256,615.7407346013035
0,4,4.0,7,0.20238095238095238,0.07142857142857142,0.07142857142857142,888.4475116884206
74,106,69.0,1,0.21336094902973884,0.1989247311827957,0.1989247311827957,1995.821015388664
15,21,11.0,7,0.3498058116633968,0.0333822091886608,0.0,512.5790835281339
1,15,14.5,7,0.0654970760233918,0.02564102564102564,0.02564102564102564,807.43177083164
25,25,12.5,7,0.03650793650793651,0.0,0.0,0.0
13,14,7.5,2,0.05,0.0,0.0,151.71250998011521
7,8,4.5,2,0.1388888888888889,0.0,0.0,9.646373874581464
29,46,31.666666666666668,1,0.16199551315348576,0.13534953091915117,0.05970149253731343,1426.862193168868
5,6,3.5,2,0.08333333333333333,0.0,0.0,35.37567667655314
101,115,62.0,1,0.2809641397547333,0.04095614705049597,0.00966183574879227,745.1756322428855
5,6,3.5,2,0.09722222222222222,0.0,0.0,0.0
42,45,24.0,2,0.302872792309412,0.0,0.0,344.9086521249298
5,7,4.5,2,0.19047619047619047,0.0,0.0,8.21613092353303
29,31,13.2,1,0.3158755760368664,0.019845908958812185,0.0,0.7462529167951729
58,64,35.0,2,0.173319662793347,0.0,0.0,70.46121354899174
33,34,14.0,1,0.492090556029175,0.02463605823068309,0.0,369.12609920195877
17,19,10.5,2,0.023391812865497075,0.0,0.0,38.22928503148374
1,14,13.5,2,0.2770310391363023,0.0,0.0,770.8552988250174
184,185,43.57142857142857,1,0.18475681171182826,0.004225095436454183,0.0,0.0
8,41,37.0,7,0.07609397055858036,0.010752688172043012,0.010752688172043012,1173.4634794669505
1,4,3.5,7,0.13333333333333333,0.125,0.125,2514.5898282270377
4,6,4.0,2,0.21428571428571427,0.0,0.0,28.458325178254892
3,10,8.5,7,0.12987012987012986,0.05555555555555555,0.05555555555555555,724.8224526038474
8,13,8.0,1,0.41904761904761906,0.375,0.16666666666666666,456.3843396720329
21,46,35.5,2,0.06866913734640862,0.0,0.0,776.1249489686278
16,33,25.0,7,0.17652613087395697,0.014925373134328358,0.014925373134328358,1079.4989773424027
9,11,6.5,2,0.015151515151515152,0.0,0.0,5.97027378512239
2,8,7.0,1,0.2222222222222222,0.2,0.2,123.62453899282038
3,12,10.5,2,0.0758169934640523,0.0,0.0,108.57641808345392
3,4,2.5,2,0.2,0.0,0.0,0.0
1,2,1.6666666666666667,2,0.3333333333333333,0.0,0.0,0.0
1,7,6.333333333333333,2,0.15476190476190474,0.0,0.0,383.75250688175294
21,29,18.5,1,0.14700264173948385,0.06,0.06,650.960957470236
8,16,12.0,2,0.044117647058823525,0.0,0.0,213.7001549048153
23,25,9.6,1,0.20362134597428713,0.015656565656565657,0.0,0.8714646060635609
19,23,13.5,2,0.17645502645502645,0.0,0.0,518.7642701355863
1,2,1.5,2,0.5,0.0,0.0,1.1597704829570186
21,26,15.5,1,0.5536399885951138,0.2682926829268293,0.2682926829268293,1765.256932911097
7,22,18.5,7,0.24670558716611346,0.02,0.02,1336.1995127136129
5,12,9.5,7,0.057692307692307696,0.047619047619047616,0.047619047619047616,1320.4568335946185
111,120,72.66666666666667,1,0.2525891851473247,0.16731634949866994,0.09278350515463918,1256.8318377714966
34,34,17.0,7,0.08892921960072596,0.0,0.0,0.0
17,30,21.5,7,0.4602049996786839,0.013513513513513514,0.013513513513513514,1061.9130838131223
4,4,2.0,7,0.14285714285714285,0.0,0.0,0.0
19,32,20.333333333333332,1,0.19038622196516933,0.06465622407651393,0.012987012987012988,496.3268468144782
26,27,14.666666666666666,2,0.4224089635854342,0.00980392156862745,0.0,126.98384882726131
